timestamp,data
2024-09-02 16:16:58.164,"2,1,0,0,24,8,28,10,7,4,0,0,0,0,46,41,9,30,9,4,0,0,0,0,1,19,114,94,4,2,0,0,0,0,1,52,68,93,117,7,0,0,0,0,0,44,68,28,3,1,0,0,0,0,0,36,29,5,0,0,0,0,0,0,0,51,21,8,0,0,0,0,0,0,1,115,53,3,1,0,0,1,0,0,2,78,88,36,4,0,0,1,0,0,4,2,37,71,90,5,0,0,0,0,0,0,1,21,70,46,2,2,0,0,0,0,0,3,81,4,1,2,1,0,0,0,0,46,53,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,1,6,0,0"
2024-09-02 16:16:58.247,"2,0,0,0,24,7,29,10,7,4,0,0,0,0,46,41,9,29,9,4,0,0,0,0,1,18,114,94,4,2,0,0,0,0,3,53,68,93,117,7,0,0,0,0,1,46,68,29,3,1,0,0,0,0,0,40,30,5,0,0,0,0,0,0,0,50,21,11,1,0,0,0,0,0,2,114,53,3,1,0,1,0,0,0,3,77,89,36,4,0,0,0,0,0,4,2,38,71,89,4,0,0,0,0,0,0,1,22,69,41,2,1,0,0,0,0,0,3,80,4,1,2,1,0,0,0,1,45,54,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,6,0,0"
2024-09-02 16:16:58.324,"2,0,0,0,24,8,28,10,7,4,0,0,0,0,47,40,8,29,9,4,0,0,0,0,1,18,114,94,3,2,0,0,0,0,2,54,68,93,118,7,0,0,0,0,0,47,68,29,3,1,0,0,0,0,0,40,29,5,1,0,0,0,0,0,1,50,21,11,1,0,0,0,0,0,1,114,53,2,1,0,1,1,0,0,4,76,89,35,4,0,1,0,0,0,4,2,38,71,90,5,0,0,0,0,0,0,1,21,70,41,1,1,0,0,0,0,0,3,80,4,1,2,1,0,0,0,0,45,52,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,1,5,0,0"
2024-09-02 16:16:58.520,"2,0,0,0,28,8,28,10,7,3,0,0,0,0,48,40,9,29,8,3,0,0,0,0,1,18,114,94,3,2,0,0,0,0,2,54,68,93,117,6,0,0,0,0,0,48,68,29,3,1,0,0,0,0,0,40,29,5,1,0,0,0,0,0,1,50,21,12,1,0,0,0,0,0,1,114,53,3,1,0,1,1,0,0,4,76,89,36,4,0,0,0,0,0,5,2,37,71,90,4,0,0,0,0,0,0,1,21,70,45,1,1,0,0,0,0,0,3,80,4,1,2,1,0,0,0,0,45,53,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,6,0,0"
2024-09-02 16:16:58.520,"2,1,0,0,28,8,28,10,7,3,0,0,0,0,49,40,9,29,8,3,0,0,0,0,1,19,115,93,3,2,0,0,0,0,3,54,68,92,116,6,0,0,0,0,1,48,68,29,3,1,0,0,0,0,0,41,29,6,0,0,0,0,0,0,0,51,21,13,0,0,0,0,0,0,1,113,53,3,1,0,1,1,0,0,4,76,89,35,5,0,0,0,0,0,4,2,37,71,90,5,0,0,0,0,0,0,1,21,70,46,2,1,0,0,0,0,0,3,81,4,1,2,1,0,0,0,0,45,54,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,1,6,0,0"
2024-09-02 16:16:58.567,"2,0,0,0,29,8,28,10,7,3,0,0,0,0,49,41,9,28,8,3,0,0,0,0,1,19,116,93,4,2,0,0,0,0,2,54,68,92,114,6,0,0,0,0,0,48,67,30,3,1,0,0,0,0,0,41,29,5,1,0,0,0,0,0,0,50,21,15,0,0,0,0,0,0,1,113,53,3,1,0,0,1,0,0,4,75,89,35,4,0,1,0,0,0,5,2,38,71,90,4,0,0,0,0,0,0,1,21,71,46,2,1,0,0,0,0,0,3,80,4,1,2,1,0,0,0,1,45,54,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,1,6,0,0"
2024-09-02 16:16:58.677,"2,1,0,0,29,8,28,10,7,3,0,0,0,0,50,41,9,28,8,3,0,0,0,0,1,19,115,93,3,1,0,0,0,0,3,54,68,92,114,5,0,0,0,0,1,48,67,29,3,1,0,0,0,0,0,42,29,5,1,0,0,0,0,0,0,51,20,16,0,0,0,0,0,0,1,113,53,3,1,0,1,1,0,0,4,76,89,35,4,0,0,1,0,0,4,2,38,71,90,4,0,0,0,0,0,0,1,21,70,47,2,1,0,0,0,0,0,3,81,4,1,2,1,0,0,0,0,45,54,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,1,6,0,0"
2024-09-02 16:16:58.754,"2,0,0,0,29,8,28,10,7,2,0,0,0,0,50,41,9,28,8,3,0,0,0,0,1,19,115,94,3,2,0,0,0,1,3,53,68,92,113,6,0,0,0,0,0,49,66,27,3,1,0,0,0,0,0,42,29,6,1,0,0,0,0,0,0,50,21,15,0,0,0,0,0,0,1,113,53,3,1,0,1,1,0,0,4,75,90,36,5,0,0,0,0,0,4,2,37,71,90,4,0,0,0,0,0,0,1,21,70,47,1,1,0,0,0,0,0,3,82,4,1,2,1,0,0,0,0,45,54,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,1,6,0,0"
2024-09-02 16:16:58.817,"2,1,0,0,29,8,28,10,7,3,0,0,0,0,51,41,9,28,8,3,0,0,0,0,1,19,116,94,3,2,0,0,0,0,3,53,67,93,113,6,0,0,0,0,0,48,65,25,3,1,0,0,0,0,0,42,30,6,1,0,0,0,0,0,1,50,21,13,0,0,0,0,0,0,1,113,53,3,1,0,1,1,0,0,4,76,90,36,4,0,0,0,0,0,4,2,38,71,90,5,0,0,0,0,0,0,1,21,70,47,2,1,0,0,0,0,0,3,82,4,1,2,1,0,0,0,1,45,54,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,6,0,0"
2024-09-02 16:16:58.983,"2,0,0,0,29,8,28,10,7,3,0,0,0,0,50,41,9,28,8,3,0,0,0,0,1,19,115,95,3,2,0,0,0,0,3,53,67,93,111,6,0,0,0,0,0,49,66,24,3,1,0,0,0,0,0,42,29,5,1,0,0,0,0,0,1,50,21,12,0,0,0,0,0,0,1,112,53,3,1,0,1,1,0,0,3,75,90,36,5,0,0,0,0,0,4,2,38,71,91,5,0,0,0,0,0,0,1,21,71,47,2,1,0,0,0,0,0,3,82,4,1,2,1,0,0,0,0,46,54,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,6,0,0"
